tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2018-08-15,62.0,30.0,15.0,185.0,16.0,185.0,O3,TIDAK SEHAT,
2018-08-16,72.0,31.0,17.0,140.0,15.0,140.0,O3,TIDAK SEHAT,
2018-08-17,62.0,31.0,15.0,154.0,13.0,154.0,O3,TIDAK SEHAT,
2018-08-18,62.0,30.0,14.0,143.0,14.0,143.0,O3,TIDAK SEHAT,
2018-08-19,79.0,32.0,20.0,149.0,13.0,149.0,O3,TIDAK SEHAT,
2018-08-20,80.0,30.0,19.0,101.0,11.0,101.0,O3,TIDAK SEHAT,
2018-08-21,73.0,32.0,16.0,122.0,11.0,122.0,O3,TIDAK SEHAT,
2018-08-22,62.0,31.0,16.0,164.0,9.0,164.0,O3,TIDAK SEHAT,
2018-08-23,62.0,30.0,17.0,161.0,16.0,161.0,O3,TIDAK SEHAT,
2018-08-24,81.0,32.0,22.0,110.0,18.0,110.0,O3,TIDAK SEHAT,
2018-08-25,76.0,31.0,19.0,202.0,13.0,202.0,O3,SANGAT TIDAK SEHAT,
2018-08-26,75.0,30.0,16.0,131.0,12.0,131.0,O3,TIDAK SEHAT,
2018-08-27,79.0,31.0,20.0,166.0,13.0,166.0,O3,TIDAK SEHAT,
2018-08-28,83.0,31.0,17.0,182.0,13.0,182.0,O3,TIDAK SEHAT,
2018-08-29,67.0,30.0,16.0,161.0,13.0,161.0,O3,TIDAK SEHAT,
2018-08-30,85.0,31.0,17.0,153.0,16.0,153.0,O3,TIDAK SEHAT,
2018-08-31,65.0,30.0,18.0,130.0,11.0,130.0,O3,TIDAK SEHAT,
2018-09-01,68.0,29.0,20.0,145.0,13.0,145.0,O3,TIDAK SEHAT,DKI5
2018-09-02,73.0,30.0,20.0,136.0,11.0,136.0,O3,TIDAK SEHAT,DKI5
2018-09-03,62.0,37.0,23.0,175.0,24.0,175.0,O3,TIDAK SEHAT,DKI5
2018-09-04,52.0,37.0,22.0,217.0,24.0,217.0,O3,SANGAT TIDAK SEHAT,DKI5
2018-09-05,53.0,31.0,15.0,140.0,24.0,140.0,O3,TIDAK SEHAT,DKI5
2018-09-06,82.0,44.0,25.0,148.0,17.0,148.0,O3,TIDAK SEHAT,DKI5
2018-09-07,69.0,33.0,21.0,147.0,10.0,147.0,O3,TIDAK SEHAT,DKI5
2018-09-08,51.0,33.0,19.0,175.0,16.0,175.0,O3,TIDAK SEHAT,DKI5
2018-09-09,81.0,34.0,30.0,126.0,16.0,126.0,O3,TIDAK SEHAT,DKI5
2018-09-10,69.0,33.0,20.0,132.0,12.0,132.0,O3,TIDAK SEHAT,DKI5
2018-09-11,63.0,33.0,16.0,102.0,11.0,102.0,O3,TIDAK SEHAT,DKI5
2018-09-12,61.0,32.0,16.0,164.0,13.0,164.0,O3,TIDAK SEHAT,DKI2
2018-09-13,70.0,46.0,19.0,190.0,13.0,190.0,O3,TIDAK SEHAT,DKI5
2018-09-14,62.0,44.0,18.0,233.0,17.0,233.0,O3,SANGAT TIDAK SEHAT,DKI2
2018-09-15,68.0,37.0,17.0,196.0,23.0,196.0,O3,TIDAK SEHAT,DKI2
2018-09-16,82.0,34.0,15.0,119.0,11.0,119.0,O3,TIDAK SEHAT,DKI2
2018-09-17,62.0,33.0,17.0,83.0,14.0,83.0,O3,SEDANG,DKI5
2018-09-18,64.0,32.0,18.0,141.0,11.0,141.0,O3,TIDAK SEHAT,DKI5
2018-09-19,58.0,34.0,16.0,85.0,11.0,85.0,O3,SEDANG,DKI5
2018-09-20,70.0,34.0,19.0,77.0,12.0,77.0,O3,SEDANG,DKI5
2018-09-21,80.0,33.0,34.0,75.0,12.0,80.0,PM10,SEDANG,DKI4
2018-09-22,58.0,33.0,25.0,157.0,13.0,157.0,O3,TIDAK SEHAT,DKI5
2018-09-23,84.0,33.0,29.0,130.0,14.0,130.0,O3,TIDAK SEHAT,DKI5
2018-09-24,69.0,33.0,25.0,152.0,21.0,152.0,O3,TIDAK SEHAT,DKI5
2018-09-25,78.0,32.0,31.0,197.0,16.0,197.0,O3,TIDAK SEHAT,DKI5
2018-09-26,94.0,50.0,26.0,202.0,21.0,202.0,O3,SANGAT TIDAK SEHAT,DKI5
2018-09-27,72.0,37.0,21.0,146.0,18.0,146.0,O3,TIDAK SEHAT,DKI5
2018-09-28,70.0,33.0,22.0,194.0,17.0,194.0,O3,TIDAK SEHAT,DKI5
2018-09-29,62.0,33.0,21.0,165.0,15.0,165.0,O3,TIDAK SEHAT,DKI5
2018-09-30,63.0,32.0,20.0,145.0,11.0,145.0,O3,TIDAK SEHAT,DKI5
2018-10-01,92.0,33.0,17.0,124.0,12.0,124.0,O3,,DKI5
2018-10-02,76.0,41.0,22.0,88.0,21.0,88.0,O3,,DKI5
2018-10-03,70.0,32.0,20.0,144.0,11.0,144.0,O3,,DKI5
2018-10-04,73.0,32.0,24.0,109.0,11.0,109.0,O3,,DKI5
2018-10-05,67.0,34.0,18.0,146.0,13.0,146.0,O3,,DKI5
2018-10-06,70.0,33.0,21.0,123.0,12.0,123.0,O3,,DKI5
2018-10-07,87.0,34.0,22.0,128.0,12.0,128.0,O3,,DKI5
2018-10-08,66.0,34.0,19.0,185.0,12.0,185.0,O3,,DKI5
2018-10-09,62.0,34.0,19.0,173.0,11.0,173.0,O3,,DKI5
2018-10-10,79.0,36.0,24.0,190.0,18.0,190.0,O3,,DKI5
2018-10-11,81.0,36.0,17.0,149.0,13.0,149.0,O3,,DKI5
2018-10-12,77.0,35.0,22.0,118.0,16.0,118.0,O3,,DKI5
2018-10-13,64.0,35.0,20.0,189.0,25.0,189.0,O3,,DKI2
2018-10-14,86.0,35.0,20.0,138.0,16.0,138.0,O3,,DKI5
2018-10-15,73.0,33.0,19.0,119.0,12.0,119.0,O3,,DKI5
2018-10-16,74.0,33.0,23.0,210.0,19.0,210.0,O3,,DKI5
2018-10-17,75.0,34.0,23.0,217.0,19.0,217.0,O3,,DKI5
2018-10-18,72.0,36.0,20.0,207.0,22.0,207.0,O3,,DKI5
2018-10-19,66.0,30.0,23.0,146.0,17.0,146.0,O3,,DKI5
2018-10-20,57.0,31.0,18.0,212.0,14.0,212.0,O3,,DKI5
2018-10-21,65.0,33.0,22.0,139.0,17.0,139.0,O3,,DKI5
2018-10-22,71.0,28.0,21.0,150.0,12.0,150.0,O3,,DKI5
2018-10-23,44.0,26.0,19.0,148.0,16.0,148.0,O3,,DKI2
2018-10-24,73.0,35.0,31.0,139.0,21.0,139.0,O3,,DKI2
2018-10-25,67.0,30.0,25.0,97.0,19.0,97.0,O3,,DKI5
2018-10-26,67.0,29.0,20.0,119.0,21.0,119.0,O3,,DKI2
2018-10-27,77.0,26.0,26.0,104.0,11.0,104.0,O3,,DKI3
2018-10-28,43.0,23.0,20.0,90.0,16.0,90.0,O3,,DKI3
2018-10-29,49.0,25.0,24.0,85.0,13.0,85.0,O3,,DKI3
2018-10-30,61.0,31.0,25.0,104.0,10.0,104.0,O3,,DKI3
2018-10-31,57.0,27.0,20.0,97.0,15.0,97.0,O3,,DKI3
2018-11-01,74.0,27.0,35.0,95.0,16.0,95.0,O3,SEDANG,DKI2
2018-11-02,50.0,26.0,21.0,85.0,13.0,85.0,O3,SEDANG,DKI3
2018-11-03,76.0,29.0,24.0,173.0,14.0,173.0,O3,TIDAK SEHAT,DKI2
2018-11-04,56.0,26.0,31.0,110.0,18.0,110.0,O3,TIDAK SEHAT,DKI5
2018-11-05,56.0,24.0,23.0,101.0,17.0,101.0,O3,TIDAK SEHAT,DKI3
2018-11-06,53.0,28.0,20.0,122.0,12.0,122.0,O3,TIDAK SEHAT,DKI2
2018-11-07,59.0,28.0,26.0,96.0,30.0,96.0,O3,SEDANG,DKI5
2018-11-08,63.0,32.0,24.0,89.0,21.0,89.0,O3,SEDANG,DKI3
2018-11-09,61.0,24.0,22.0,98.0,16.0,98.0,O3,SEDANG,DKI3
2018-11-10,60.0,24.0,36.0,166.0,19.0,166.0,O3,TIDAK SEHAT,DKI3
2018-11-11,71.0,40.0,35.0,104.0,16.0,104.0,O3,TIDAK SEHAT,DKI3
2018-11-12,66.0,24.0,31.0,144.0,15.0,144.0,O3,TIDAK SEHAT,DKI2
2018-11-13,66.0,23.0,31.0,129.0,23.0,129.0,O3,TIDAK SEHAT,DKI2
2018-11-14,60.0,23.0,25.0,65.0,17.0,65.0,O3,SEDANG,DKI2
2018-11-15,40.0,23.0,20.0,51.0,8.0,51.0,O3,SEDANG,DKI2
2018-11-16,54.0,31.0,22.0,234.0,16.0,234.0,O3,SANGAT TIDAK SEHAT,DKI2
2018-11-17,65.0,36.0,18.0,145.0,16.0,145.0,O3,TIDAK SEHAT,DKI2
2018-11-18,59.0,28.0,22.0,120.0,16.0,120.0,O3,TIDAK SEHAT,DKI3
2018-11-19,81.0,25.0,31.0,90.0,17.0,90.0,O3,SEDANG,DKI3
2018-11-20,56.0,25.0,21.0,94.0,16.0,94.0,O3,SEDANG,DKI2
2018-11-21,66.0,31.0,21.0,163.0,22.0,163.0,O3,TIDAK SEHAT,DKI2
2018-11-22,69.0,26.0,25.0,129.0,20.0,129.0,O3,TIDAK SEHAT,DKI2
2018-11-23,66.0,27.0,26.0,203.0,22.0,203.0,O3,SANGAT TIDAK SEHAT,DKI2
2018-11-24,61.0,24.0,38.0,193.0,22.0,193.0,O3,TIDAK SEHAT,DKI2
2018-11-25,57.0,25.0,21.0,77.0,15.0,77.0,O3,SEDANG,DKI3
2018-11-26,73.0,24.0,26.0,90.0,20.0,90.0,O3,SEDANG,DKI3
2018-11-27,63.0,24.0,28.0,126.0,19.0,126.0,O3,TIDAK SEHAT,DKI3
2018-11-28,63.0,26.0,22.0,109.0,17.0,109.0,O3,TIDAK SEHAT,DKI2
2018-11-29,62.0,27.0,33.0,76.0,26.0,76.0,O3,SEDANG,DKI3
2018-11-30,53.0,24.0,20.0,131.0,15.0,131.0,O3,TIDAK SEHAT,DKI3
2018-12-01,60.0,26.0,27.0,112.0,17.0,112.0,O3,TIDAK SEHAT,DKI3
2018-12-02,73.0,36.0,22.0,132.0,21.0,132.0,O3,TIDAK SEHAT,DKI2
2018-12-03,65.0,31.0,21.0,97.0,20.0,97.0,O3,SEDANG,DKI2
2018-12-04,64.0,24.0,31.0,71.0,21.0,71.0,O3,SEDANG,DKI1
2018-12-05,62.0,25.0,33.0,81.0,22.0,81.0,O3,SEDANG,DKI5
2018-12-06,61.0,27.0,33.0,94.0,17.0,94.0,O3,SEDANG,DKI3
2018-12-07,59.0,40.0,29.0,134.0,15.0,134.0,O3,TIDAK SEHAT,DKI3
2018-12-08,68.0,25.0,30.0,134.0,27.0,134.0,O3,TIDAK SEHAT,DKI2
2018-12-09,60.0,25.0,25.0,104.0,19.0,104.0,O3,TIDAK SEHAT,DKI2
2018-12-10,68.0,24.0,32.0,137.0,19.0,137.0,O3,TIDAK SEHAT,DKI2
2018-12-11,82.0,26.0,50.0,123.0,34.0,123.0,O3,TIDAK SEHAT,DKI2
2018-12-12,58.0,26.0,31.0,214.0,22.0,214.0,O3,SANGAT TIDAK SEHAT,DKI2
2018-12-13,52.0,26.0,24.0,117.0,26.0,117.0,O3,TIDAK SEHAT,DKI2
2018-12-14,50.0,24.0,21.0,92.0,18.0,92.0,O3,SEDANG,DKI3
2018-12-15,37.0,24.0,16.0,47.0,6.0,47.0,O3,BAIK,DKI2
2018-12-16,46.0,25.0,11.0,63.0,9.0,63.0,O3,SEDANG,DKI2
2018-12-17,41.0,30.0,12.0,128.0,12.0,128.0,O3,TIDAK SEHAT,DKI2
2018-12-18,51.0,27.0,16.0,160.0,14.0,160.0,O3,TIDAK SEHAT,DKI2
2018-12-19,62.0,27.0,24.0,195.0,19.0,195.0,O3,TIDAK SEHAT,DKI2
2018-12-20,55.0,27.0,24.0,97.0,18.0,97.0,O3,SEDANG,DKI3
2018-12-21,41.0,25.0,19.0,64.0,17.0,64.0,O3,SEDANG,DKI3
2018-12-22,58.0,32.0,21.0,66.0,18.0,66.0,O3,SEDANG,DKI3
2018-12-23,48.0,26.0,19.0,44.0,21.0,48.0,PM10,BAIK,DKI1
2018-12-24,34.0,24.0,9.0,45.0,5.0,45.0,O3,BAIK,DKI3
2018-12-25,29.0,24.0,7.0,70.0,4.0,70.0,O3,SEDANG,DKI3
2018-12-26,31.0,25.0,7.0,69.0,5.0,69.0,O3,SEDANG,DKI3
2018-12-27,29.0,25.0,15.0,55.0,6.0,55.0,O3,SEDANG,DKI1
2018-12-28,33.0,24.0,7.0,63.0,3.0,63.0,O3,SEDANG,DKI1
2018-12-29,30.0,24.0,6.0,50.0,8.0,50.0,O3,BAIK,DKI3
2018-12-30,48.0,12.0,6.0,53.0,4.0,53.0,O3,SEDANG,DKI3
2018-12-31,44.0,18.0,6.0,43.0,4.0,44.0,PM10,BAIK,DKI3
2019-01-01,29.0,15.0,7.0,71.0,13.0,71.0,O3,SEDANG,DKI2
2019-01-02,24.0,17.0,6.0,79.0,6.0,79.0,O3,SEDANG,DKI2
2019-01-03,23.0,16.0,6.0,65.0,4.0,65.0,O3,SEDANG,DKI2
2019-01-04,42.0,18.0,10.0,64.0,11.0,64.0,O3,SEDANG,DKI2
2019-01-05,54.0,29.0,16.0,51.0,20.0,54.0,PM10,SEDANG,DKI3
2019-01-06,69.0,34.0,30.0,105.0,27.0,105.0,O3,TIDAK SEHAT,DKI2
2019-01-07,71.0,47.0,16.0,132.0,25.0,132.0,O3,TIDAK SEHAT,DKI3
2019-01-08,51.0,22.0,25.0,143.0,26.0,143.0,O3,TIDAK SEHAT,DKI3
2019-01-09,61.0,22.0,28.0,198.0,21.0,198.0,O3,TIDAK SEHAT,DKI1
2019-01-10,59.0,22.0,27.0,128.0,18.0,128.0,O3,TIDAK SEHAT,DKI1
2019-01-11,63.0,23.0,28.0,91.0,13.0,91.0,O3,SEDANG,DKI3
2019-01-12,57.0,26.0,24.0,90.0,16.0,90.0,O3,SEDANG,DKI3
2019-01-13,65.0,24.0,28.0,119.0,15.0,119.0,O3,TIDAK SEHAT,DKI3
2019-01-14,65.0,25.0,32.0,99.0,18.0,99.0,O3,SEDANG,DKI1
2019-01-15,72.0,27.0,26.0,59.0,13.0,72.0,PM10,SEDANG,DKI3
2019-01-16,37.0,23.0,19.0,64.0,7.0,64.0,O3,SEDANG,DKI3
2019-01-17,56.0,23.0,23.0,101.0,14.0,101.0,O3,TIDAK SEHAT,DKI1
2019-01-18,27.0,23.0,16.0,103.0,13.0,103.0,O3,TIDAK SEHAT,DKI1
2019-01-19,44.0,24.0,27.0,127.0,13.0,127.0,O3,TIDAK SEHAT,DKI1
2019-01-20,74.0,30.0,39.0,82.0,17.0,82.0,O3,SEDANG,DKI3
2019-01-21,62.0,24.0,22.0,94.0,12.0,94.0,O3,SEDANG,DKI3
2019-01-22,39.0,24.0,23.0,92.0,9.0,92.0,O3,SEDANG,DKI3
2019-01-23,59.0,23.0,37.0,70.0,14.0,70.0,O3,SEDANG,DKI3
2019-01-24,51.0,19.0,20.0,81.0,12.0,81.0,O3,SEDANG,DKI3
2019-01-25,32.0,19.0,25.0,74.0,12.0,74.0,O3,SEDANG,DKI3
2019-01-26,63.0,22.0,37.0,118.0,17.0,118.0,O3,TIDAK SEHAT,DKI1
2019-01-27,56.0,18.0,49.0,74.0,10.0,74.0,O3,SEDANG,DKI3
2019-01-28,53.0,20.0,34.0,77.0,15.0,77.0,O3,SEDANG,DKI3
2019-01-29,48.0,19.0,33.0,88.0,11.0,88.0,O3,SEDANG,DKI3
2019-01-30,47.0,21.0,32.0,73.0,16.0,73.0,O3,SEDANG,DKI1
2019-01-31,56.0,23.0,22.0,54.0,17.0,56.0,PM10,SEDANG,DKI3
2019-02-01,61.0,20.0,47.0,93.0,12.0,93.0,,O3,SEDANG
2019-02-02,61.0,37.0,47.0,79.0,14.0,79.0,,O3,SEDANG
2019-02-03,64.0,26.0,34.0,95.0,13.0,95.0,,O3,SEDANG
2019-02-04,56.0,27.0,27.0,86.0,10.0,86.0,,O3,SEDANG
2019-02-05,57.0,20.0,36.0,80.0,10.0,80.0,,O3,SEDANG
2019-02-06,52.0,26.0,20.0,75.0,13.0,75.0,,O3,SEDANG
2019-02-07,70.0,39.0,34.0,65.0,19.0,70.0,,PM10,SEDANG
2019-02-08,63.0,44.0,23.0,132.0,18.0,132.0,,O3,TIDAK SEHAT
2019-02-09,59.0,24.0,25.0,144.0,22.0,144.0,,O3,TIDAK SEHAT
2019-02-10,59.0,23.0,28.0,81.0,17.0,81.0,,O3,SEDANG
2019-02-11,37.0,19.0,19.0,71.0,16.0,71.0,,O3,SEDANG
2019-02-12,56.0,34.0,36.0,94.0,17.0,94.0,,O3,SEDANG
2019-02-13,67.0,26.0,43.0,71.0,18.0,71.0,,O3,SEDANG
2019-02-14,73.0,35.0,39.0,91.0,17.0,91.0,,O3,SEDANG
2019-02-15,54.0,23.0,19.0,89.0,14.0,89.0,,O3,SEDANG
2019-02-16,42.0,21.0,15.0,111.0,12.0,111.0,,O3,TIDAK SEHAT
2019-02-17,55.0,20.0,20.0,79.0,12.0,79.0,,O3,SEDANG
2019-02-18,51.0,23.0,31.0,88.0,22.0,88.0,,O3,SEDANG
2019-02-19,72.0,26.0,31.0,123.0,21.0,123.0,,O3,TIDAK SEHAT
2019-02-20,69.0,24.0,41.0,70.0,23.0,70.0,,O3,SEDANG
2019-02-21,69.0,26.0,29.0,86.0,18.0,86.0,,O3,SEDANG
2019-02-22,60.0,34.0,34.0,77.0,19.0,77.0,,O3,SEDANG
2019-02-23,42.0,22.0,24.0,102.0,15.0,102.0,,O3,TIDAK SEHAT
2019-02-24,57.0,26.0,29.0,88.0,14.0,88.0,,O3,SEDANG
2019-02-25,59.0,28.0,32.0,115.0,12.0,115.0,,O3,TIDAK SEHAT
2019-02-26,61.0,29.0,25.0,88.0,14.0,88.0,,O3,SEDANG
2019-02-27,64.0,22.0,24.0,67.0,17.0,67.0,,O3,SEDANG
2019-02-28,56.0,21.0,22.0,98.0,13.0,98.0,,O3,SEDANG
2019-03-01,58.0,19.0,29.0,70.0,15.0,70.0,O3,SEDANG,DKI3
2019-03-02,50.0,51.0,25.0,62.0,12.0,62.0,O3,SEDANG,DKI3
2019-03-03,53.0,23.0,22.0,82.0,15.0,82.0,O3,SEDANG,DKI5
2019-03-04,55.0,22.0,32.0,104.0,22.0,104.0,O3,TIDAK SEHAT,DKI3
2019-03-05,47.0,21.0,28.0,83.0,22.0,83.0,O3,SEDANG,DKI5
2019-03-06,54.0,21.0,25.0,60.0,19.0,60.0,O3,SEDANG,DKI3
2019-03-07,55.0,24.0,39.0,112.0,17.0,112.0,O3,TIDAK SEHAT,DKI5
2019-03-08,78.0,25.0,41.0,155.0,27.0,155.0,O3,TIDAK SEHAT,DKI3
2019-03-09,67.0,35.0,29.0,215.0,27.0,215.0,O3,SANGAT TIDAK SEHAT,DKI5
2019-03-10,60.0,26.0,23.0,164.0,19.0,164.0,O3,TIDAK SEHAT,DKI2
2019-03-11,55.0,23.0,20.0,55.0,18.0,55.0,PM10,SEDANG,DKI2
2019-03-12,41.0,20.0,20.0,51.0,12.0,51.0,O3,SEDANG,DKI3
2019-03-13,50.0,27.0,28.0,122.0,22.0,122.0,O3,TIDAK SEHAT,DKI5
2019-03-14,58.0,26.0,52.0,162.0,36.0,162.0,O3,TIDAK SEHAT,DKI5
2019-03-15,71.0,29.0,29.0,132.0,35.0,132.0,O3,TIDAK SEHAT,DKI5
2019-03-16,60.0,26.0,43.0,128.0,15.0,128.0,O3,TIDAK SEHAT,DKI5
2019-03-17,51.0,21.0,18.0,82.0,9.0,82.0,O3,SEDANG,DKI5
2019-03-18,52.0,21.0,18.0,65.0,10.0,65.0,O3,SEDANG,DKI3
2019-03-19,38.0,20.0,18.0,68.0,6.0,68.0,O3,SEDANG,DKI3
2019-03-20,38.0,20.0,16.0,65.0,12.0,65.0,O3,SEDANG,DKI5
2019-03-21,58.0,21.0,21.0,74.0,10.0,74.0,O3,SEDANG,DKI5
2019-03-22,55.0,20.0,24.0,58.0,12.0,58.0,O3,SEDANG,DKI5
2019-03-23,40.0,20.0,15.0,75.0,15.0,75.0,O3,SEDANG,DKI5
2019-03-24,36.0,20.0,9.0,55.0,4.0,55.0,O3,SEDANG,DKI5
2019-03-25,40.0,20.0,14.0,42.0,7.0,42.0,O3,BAIK,DKI5
2019-03-26,71.0,21.0,36.0,89.0,16.0,89.0,O3,SEDANG,DKI5
2019-03-27,57.0,22.0,25.0,192.0,15.0,192.0,O3,TIDAK SEHAT,DKI5
2019-03-28,56.0,21.0,36.0,130.0,18.0,130.0,O3,TIDAK SEHAT,DKI5
2019-03-29,62.0,24.0,34.0,182.0,20.0,182.0,O3,TIDAK SEHAT,DKI5
2019-03-30,62.0,24.0,25.0,190.0,16.0,190.0,O3,TIDAK SEHAT,DKI5
2019-03-31,62.0,23.0,35.0,194.0,18.0,194.0,O3,TIDAK SEHAT,DKI5
2019-04-01,68.0,21.0,37.0,167.0,20.0,167.0,O3,TIDAK SEHAT,DKI5
2019-04-02,72.0,21.0,49.0,101.0,15.0,101.0,O3,TIDAK SEHAT,DKI5
2019-04-03,69.0,21.0,44.0,146.0,18.0,146.0,O3,TIDAK SEHAT,DKI5
2019-04-04,61.0,21.0,30.0,172.0,17.0,172.0,O3,TIDAK SEHAT,DKI5
2019-04-05,59.0,25.0,25.0,83.0,18.0,83.0,O3,SEDANG,DKI5
2019-04-06,74.0,21.0,38.0,195.0,23.0,195.0,O3,TIDAK SEHAT,DKI5
